idCuenta,deudaPendiente,diasParaVencer
6750,500.0,2
8800,500.0,2
610,500.0,2
2660,500.0,2
4710,500.0,2
6760,500.0,2
8810,500.0,2
620,500.0,2
2670,500.0,2
4720,500.0,2
6770,500.0,2
8820,500.0,2
630,500.0,2
2680,500.0,2
4730,500.0,2
6780,500.0,2
8830,500.0,2
640,500.0,2
2690,500.0,2
4740,500.0,2
6790,500.0,2
8840,500.0,2
650,500.0,2
2700,500.0,2
4750,500.0,2
6800,500.0,2
8850,500.0,2
660,500.0,2
2710,500.0,2
4760,500.0,2
6810,500.0,2
8860,500.0,2
670,500.0,2
2720,500.0,2
4770,500.0,2
6820,500.0,2
8870,500.0,2
680,500.0,2
2730,500.0,2
4780,500.0,2
6830,500.0,2
8880,500.0,2
690,500.0,2
2740,500.0,2
4790,500.0,2
6840,500.0,2
8890,500.0,2
700,500.0,2
2750,500.0,2
4800,500.0,2
6850,500.0,2
8900,500.0,2
710,500.0,2
2760,500.0,2
4810,500.0,2
6860,500.0,2
8910,500.0,2
720,500.0,2
2770,500.0,2
4820,500.0,2
6870,500.0,2
8920,500.0,2
730,500.0,2
2780,500.0,2
4830,500.0,2
6880,500.0,2
8930,500.0,2
740,500.0,2
2790,500.0,2
4840,500.0,2
6890,500.0,2
8940,500.0,2
750,500.0,2
2800,500.0,2
4850,500.0,2
6900,500.0,2
8950,500.0,2
760,500.0,2
2810,500.0,2
4860,500.0,2
6910,500.0,2
8960,500.0,2
770,500.0,2
2820,500.0,2
4870,500.0,2
6920,500.0,2
8970,500.0,2
780,500.0,2
2830,500.0,2
4880,500.0,2
6930,500.0,2
8980,500.0,2
790,500.0,2
2840,500.0,2
4890,500.0,2
6940,500.0,2
8990,500.0,2
800,500.0,2
2850,500.0,2
4900,500.0,2
6950,500.0,2
9000,500.0,2
810,500.0,2
2860,500.0,2
4910,500.0,2
6960,500.0,2
9010,500.0,2
820,500.0,2
2870,500.0,2
4920,500.0,2
6970,500.0,2
9020,500.0,2
830,500.0,2
2880,500.0,2
4930,500.0,2
6980,500.0,2
9030,500.0,2
840,500.0,2
2890,500.0,2
4940,500.0,2
6990,500.0,2
9040,500.0,2
850,500.0,2
2900,500.0,2
4950,500.0,2
7000,500.0,2
9050,500.0,2
860,500.0,2
2910,500.0,2
4960,500.0,2
7010,500.0,2
9060,500.0,2
870,500.0,2
2920,500.0,2
4970,500.0,2
7020,500.0,2
9070,500.0,2
880,500.0,2
2930,500.0,2
4980,500.0,2
7030,500.0,2
9080,500.0,2
890,500.0,2
2940,500.0,2
4990,500.0,2
7040,500.0,2
9090,500.0,2
900,500.0,2
2950,500.0,2
5000,500.0,2
7050,500.0,2
9100,500.0,2
910,500.0,2
2960,500.0,2
5010,500.0,2
7060,500.0,2
9110,500.0,2
920,500.0,2
2970,500.0,2
5020,500.0,2
7070,500.0,2
9120,500.0,2
930,500.0,2
2980,500.0,2
5030,500.0,2
7080,500.0,2
9130,500.0,2
940,500.0,2
2990,500.0,2
5040,500.0,2
7090,500.0,2
9140,500.0,2
950,500.0,2
3000,500.0,2
5050,500.0,2
7100,500.0,2
9150,500.0,2
960,500.0,2
3010,500.0,2
5060,500.0,2
7110,500.0,2
9160,500.0,2
970,500.0,2
3020,500.0,2
5070,500.0,2
7120,500.0,2
9170,500.0,2
980,500.0,2
3030,500.0,2
5080,500.0,2
7130,500.0,2
9180,500.0,2
990,500.0,2
3040,500.0,2
5090,500.0,2
7140,500.0,2
9190,500.0,2
1000,500.0,2
3050,500.0,2
5100,500.0,2
7150,500.0,2
9200,500.0,2
1010,500.0,2
3060,500.0,2
5110,500.0,2
7160,500.0,2
9210,500.0,2
1020,500.0,2
3070,500.0,2
5120,500.0,2
7170,500.0,2
9220,500.0,2
1030,500.0,2
3080,500.0,2
5130,500.0,2
7180,500.0,2
9230,500.0,2
1040,500.0,2
3090,500.0,2
5140,500.0,2
7190,500.0,2
9240,500.0,2
1050,500.0,2
3100,500.0,2
5150,500.0,2
7200,500.0,2
9250,500.0,2
1060,500.0,2
3110,500.0,2
5160,500.0,2
7210,500.0,2
9260,500.0,2
1070,500.0,2
3120,500.0,2
5170,500.0,2
7220,500.0,2
9270,500.0,2
1080,500.0,2
3130,500.0,2
5180,500.0,2
7230,500.0,2
9280,500.0,2
1090,500.0,2
3140,500.0,2
5190,500.0,2
7240,500.0,2
9290,500.0,2
1100,500.0,2
3150,500.0,2
5200,500.0,2
7250,500.0,2
9300,500.0,2
1110,500.0,2
3160,500.0,2
5210,500.0,2
7260,500.0,2
9310,500.0,2
1120,500.0,2
3170,500.0,2
5220,500.0,2
7270,500.0,2
9320,500.0,2
1130,500.0,2
3180,500.0,2
5230,500.0,2
7280,500.0,2
9330,500.0,2
1140,500.0,2
3190,500.0,2
5240,500.0,2
7290,500.0,2
9340,500.0,2
1150,500.0,2
3200,500.0,2
5250,500.0,2
7300,500.0,2
9350,500.0,2
1160,500.0,2
3210,500.0,2
5260,500.0,2
7310,500.0,2
9360,500.0,2
1170,500.0,2
3220,500.0,2
5270,500.0,2
7320,500.0,2
9370,500.0,2
1180,500.0,2
3230,500.0,2
5280,500.0,2
7330,500.0,2
9380,500.0,2
1190,500.0,2
3240,500.0,2
5290,500.0,2
7340,500.0,2
9390,500.0,2
1200,500.0,2
3250,500.0,2
5300,500.0,2
7350,500.0,2
9400,500.0,2
1210,500.0,2
3260,500.0,2
5310,500.0,2
7360,500.0,2
9410,500.0,2
1220,500.0,2
3270,500.0,2
5320,500.0,2
7370,500.0,2
9420,500.0,2
1230,500.0,2
3280,500.0,2
5330,500.0,2
7380,500.0,2
9430,500.0,2
1240,500.0,2
3290,500.0,2
5340,500.0,2
7390,500.0,2
9440,500.0,2
1250,500.0,2
3300,500.0,2
5350,500.0,2
7400,500.0,2
9450,500.0,2
1260,500.0,2
3310,500.0,2
5360,500.0,2
7410,500.0,2
9460,500.0,2
1270,500.0,2
3320,500.0,2
5370,500.0,2
7420,500.0,2
9470,500.0,2
1280,500.0,2
3330,500.0,2
5380,500.0,2
7430,500.0,2
9480,500.0,2
1290,500.0,2
3340,500.0,2
5390,500.0,2
7440,500.0,2
9490,500.0,2
1300,500.0,2
3350,500.0,2
5400,500.0,2
7450,500.0,2
9500,500.0,2
1310,500.0,2
3360,500.0,2
5410,500.0,2
7460,500.0,2
9510,500.0,2
1320,500.0,2
3370,500.0,2
5420,500.0,2
7470,500.0,2
9520,500.0,2
1330,500.0,2
3380,500.0,2
5430,500.0,2
7480,500.0,2
9530,500.0,2
1340,500.0,2
3390,500.0,2
5440,500.0,2
7490,500.0,2
9540,500.0,2
1350,500.0,2
3400,500.0,2
5450,500.0,2
7500,500.0,2
9550,500.0,2
1360,500.0,2
3410,500.0,2
5460,500.0,2
7510,500.0,2
9560,500.0,2
1370,500.0,2
3420,500.0,2
5470,500.0,2
7520,500.0,2
9570,500.0,2
1380,500.0,2
3430,500.0,2
5480,500.0,2
7530,500.0,2
9580,500.0,2
1390,500.0,2
3440,500.0,2
5490,500.0,2
7540,500.0,2
9590,500.0,2
1400,500.0,2
3450,500.0,2
5500,500.0,2
7550,500.0,2
9600,500.0,2
1410,500.0,2
3460,500.0,2
5510,500.0,2
7560,500.0,2
9610,500.0,2
1420,500.0,2
3470,500.0,2
5520,500.0,2
7570,500.0,2
9620,500.0,2
1430,500.0,2
3480,500.0,2
5530,500.0,2
7580,500.0,2
9630,500.0,2
1440,500.0,2
3490,500.0,2
5540,500.0,2
7590,500.0,2
9640,500.0,2
1450,500.0,2
3500,500.0,2
5550,500.0,2
7600,500.0,2
9650,500.0,2
1460,500.0,2
3510,500.0,2
5560,500.0,2
7610,500.0,2
9660,500.0,2
1470,500.0,2
3520,500.0,2
5570,500.0,2
7620,500.0,2
9670,500.0,2
1480,500.0,2
3530,500.0,2
5580,500.0,2
7630,500.0,2
9680,500.0,2
1490,500.0,2
3540,500.0,2
5590,500.0,2
7640,500.0,2
9690,500.0,2
1500,500.0,2
3550,500.0,2
5600,500.0,2
7650,500.0,2
9700,500.0,2
1510,500.0,2
3560,500.0,2
5610,500.0,2
7660,500.0,2
9710,500.0,2
1520,500.0,2
3570,500.0,2
5620,500.0,2
7670,500.0,2
9720,500.0,2
1530,500.0,2
3580,500.0,2
5630,500.0,2
7680,500.0,2
9730,500.0,2
1540,500.0,2
3590,500.0,2
5640,500.0,2
7690,500.0,2
9740,500.0,2
1550,500.0,2
3600,500.0,2
5650,500.0,2
7700,500.0,2
9750,500.0,2
1560,500.0,2
3610,500.0,2
5660,500.0,2
7710,500.0,2
9760,500.0,2
1570,500.0,2
3620,500.0,2
5670,500.0,2
7720,500.0,2
9770,500.0,2
1580,500.0,2
3630,500.0,2
5680,500.0,2
7730,500.0,2
9780,500.0,2
1590,500.0,2
3640,500.0,2
5690,500.0,2
7740,500.0,2
9790,500.0,2
1600,500.0,2
3650,500.0,2
5700,500.0,2
7750,500.0,2
9800,500.0,2
1610,500.0,2
3660,500.0,2
5710,500.0,2
7760,500.0,2
9810,500.0,2
1620,500.0,2
3670,500.0,2
5720,500.0,2
7770,500.0,2
9820,500.0,2
1630,500.0,2
3680,500.0,2
5730,500.0,2
7780,500.0,2
9830,500.0,2
1640,500.0,2
3690,500.0,2
5740,500.0,2
7790,500.0,2
9840,500.0,2
1650,500.0,2
3700,500.0,2
5750,500.0,2
7800,500.0,2
9850,500.0,2
1660,500.0,2
3710,500.0,2
5760,500.0,2
7810,500.0,2
9860,500.0,2
1670,500.0,2
3720,500.0,2
5770,500.0,2
7820,500.0,2
9870,500.0,2
1680,500.0,2
3730,500.0,2
5780,500.0,2
7830,500.0,2
9880,500.0,2
1690,500.0,2
3740,500.0,2
5790,500.0,2
7840,500.0,2
9890,500.0,2
1700,500.0,2
3750,500.0,2
5800,500.0,2
7850,500.0,2
9900,500.0,2
1710,500.0,2
3760,500.0,2
5810,500.0,2
7860,500.0,2
9910,500.0,2
1720,500.0,2
3770,500.0,2
5820,500.0,2
7870,500.0,2
9920,500.0,2
1730,500.0,2
3780,500.0,2
5830,500.0,2
7880,500.0,2
9930,500.0,2
1740,500.0,2
3790,500.0,2
5840,500.0,2
7890,500.0,2
9940,500.0,2
1750,500.0,2
3800,500.0,2
5850,500.0,2
7900,500.0,2
9950,500.0,2
1760,500.0,2
3810,500.0,2
5860,500.0,2
7910,500.0,2
9960,500.0,2
1770,500.0,2
3820,500.0,2
5870,500.0,2
7920,500.0,2
9970,500.0,2
1780,500.0,2
3830,500.0,2
5880,500.0,2
7930,500.0,2
9980,500.0,2
1790,500.0,2
3840,500.0,2
5890,500.0,2
7940,500.0,2
9990,500.0,2
1800,500.0,2
3850,500.0,2
5900,500.0,2
7950,500.0,2
10000,500.0,2
1810,500.0,2
3860,500.0,2
5910,500.0,2
7960,500.0,2
1820,500.0,2
3870,500.0,2
5920,500.0,2
7970,500.0,2
1830,500.0,2
3880,500.0,2
5930,500.0,2
7980,500.0,2
1840,500.0,2
3890,500.0,2
5940,500.0,2
7990,500.0,2
1850,500.0,2
3900,500.0,2
5950,500.0,2
8000,500.0,2
1860,500.0,2
3910,500.0,2
5960,500.0,2
8010,500.0,2
1870,500.0,2
3920,500.0,2
5970,500.0,2
8020,500.0,2
1880,500.0,2
3930,500.0,2
5980,500.0,2
8030,500.0,2
1890,500.0,2
3940,500.0,2
5990,500.0,2
8040,500.0,2
1900,500.0,2
3950,500.0,2
6000,500.0,2
8050,500.0,2
1910,500.0,2
3960,500.0,2
6010,500.0,2
8060,500.0,2
1920,500.0,2
3970,500.0,2
6020,500.0,2
8070,500.0,2
1930,500.0,2
3980,500.0,2
6030,500.0,2
8080,500.0,2
1940,500.0,2
3990,500.0,2
6040,500.0,2
8090,500.0,2
1950,500.0,2
4000,500.0,2
6050,500.0,2
8100,500.0,2
1960,500.0,2
4010,500.0,2
6060,500.0,2
8110,500.0,2
1970,500.0,2
4020,500.0,2
6070,500.0,2
8120,500.0,2
1980,500.0,2
4030,500.0,2
6080,500.0,2
8130,500.0,2
1990,500.0,2
4040,500.0,2
6090,500.0,2
8140,500.0,2
2000,500.0,2
4050,500.0,2
6100,500.0,2
8150,500.0,2
2010,500.0,2
4060,500.0,2
6110,500.0,2
8160,500.0,2
2020,500.0,2
4070,500.0,2
6120,500.0,2
8170,500.0,2
2030,500.0,2
4080,500.0,2
6130,500.0,2
8180,500.0,2
2040,500.0,2
4090,500.0,2
6140,500.0,2
8190,500.0,2
